Show_ID,Title,Genre,Release_Year,Rating,Duration,Country,Date_Added,Director,Cast,Language,Production_Type,IMDB_Score,Number_of_Episodes,Tags,User_Engagement,Award_Winning,Budget,Release_Month
s0616,Example oil,Crime,2015,TV-PG,2 Seasons,India,2021-04-10,Andrew Lawson,"Mary Hartman, Amy Moore, Phillip Estes",English,Movie,5.5,,"dark comedy, sci-fi",617415,0,8712975,2
s0617,Special model save,Drama,2018,PG-13,1 Season,Germany,2022-06-29,Jared Rogers,"Jamie Cardenas, Sharon Yoder, James Hubbard",English,TV Show,4.8,11,"crime, thriller",20773,0,1445177,4
s0618,Until,Documentary,2018,TV-14,1 Season,Germany,2015-10-31,Andrew Turner Jr.,"Kevin Rogers, Seth Duffy, Beverly Gonzales",Japanese,Movie,7.7,,"crime, family",384020,1,7622795,3
s0619,Often back one,Documentary,2020,R,1 Season,Canada,2024-11-03,Garrett Ryan,"Judy Ward, Randy Ortega, David Martinez",French,TV Show,7,4,"dark comedy, family",252518,0,4172851,8
s0620,Personal,Documentary,2007,R,90 min,Spain,2017-02-18,Heidi Rivera,"Adam Thomas, Melissa Perkins, Shirley Obrien",Spanish,TV Show,7.2,13,"family, crime",186644,1,6996145,10
s0621,Study easy edge,Action,2015,TV-14,1 Season,Spain,2019-10-12,Kenneth Rose,"Adam Thomas, John Graham, Tiffany Ibarra",French,TV Show,7,2,"crime, romance",240767,0,5619597,5
s0622,Research five truth,Horror,2006,PG-13,4 Seasons,Spain,2022-07-03,Cameron Hamilton,"Teresa Stevens, Sean Torres, Richard Nelson",Korean,Movie,8.8,,"action-packed, romance",736879,0,16007870,9
s0623,Series,Crime,2021,TV-14,120 min,India,2017-07-02,Anthony Robertson,"Jacqueline Murray, Christopher Simmons, Amanda Miller",Spanish,TV Show,6.5,13,"crime, action-packed",60665,1,12879603,8
s0624,Experience return data,Horror,2018,TV-14,3 Seasons,France,2022-02-17,Kenneth Conrad,"Marcia Thomas MD, Heather Boone, Sharon Williams",Japanese,Movie,7.8,,"sci-fi, teen drama",33760,0,12959449,1
s0625,Simple enjoy position,Sci-Fi,2014,R,3 Seasons,Spain,2015-08-28,George Smith,"Todd Ramos, Richard Nelson, Jeremiah Smith",Hindi,TV Show,6.5,7,"thriller, sci-fi",88331,1,5346986,10
s0626,Power want cause,Action,2007,TV-MA,3 Seasons,France,2023-12-28,Adam Camacho,"Lance Martin, Regina Harvey, David Hall",French,TV Show,8.6,9,"sci-fi, dark comedy",111138,0,9945449,9
s0627,Including by,Action,2015,TV-PG,1 Season,France,2023-11-27,Ashley Lang,"Mary Bennett, Samuel Roberts, Dana Ortiz",English,TV Show,8.7,11,"dark comedy, sci-fi",855095,0,7279758,9
s0628,Manage store,Sci-Fi,2017,PG-13,1 Season,Germany,2018-02-20,Todd Mendez,"Judy Ward, Jamie Carrillo, Matthew Nelson",French,Movie,6.7,,"sci-fi, romance",924261,0,4997113,7
s0629,Current rather language onto,Sci-Fi,2020,PG-13,4 Seasons,Canada,2025-02-03,James Martin,"Benjamin Bartlett, David Anderson, Marcia Thomas MD",Hindi,Movie,7.2,,"family, teen drama",974157,1,534813,12
s0630,Research message,Documentary,2016,TV-14,2 Seasons,Germany,2019-07-23,Marcus Gutierrez,"Kayla Underwood, Leslie Graham, Tristan Sims",English,Movie,5.6,,"romance, thriller",809780,0,7049873,2
s0631,Along blue public,Drama,2006,TV-MA,4 Seasons,India,2022-10-20,Nicole Ramos,"Mary Dixon, Dustin Patterson, Alexander Morris",French,Movie,8.7,,"based on true story, family",427056,0,7002355,2
s0632,Student source treatment,Action,2007,TV-14,1 Season,Spain,2017-04-18,Michael Harper,"Darrell Evans, Jeremy Jones, Megan Sellers",Spanish,TV Show,9.3,12,"thriller, family",705777,0,13015633,3
s0633,Everything add,Comedy,2007,R,1 Season,Canada,2015-08-30,Dustin Ramirez,"Kimberly Mooney, Christopher Simmons, Sean Williamson",Spanish,Movie,4.2,,"dark comedy, teen drama",374707,0,13617771,6
s0634,Action specific upon,Horror,2014,PG-13,90 min,Germany,2017-12-11,Amber Clark,"Michael Michael, Autumn Parks, Sean Price",English,Movie,4.3,,"action-packed, teen drama",757627,0,18009946,10
s0635,Performance across,Crime,2001,R,2 Seasons,Germany,2023-02-21,Anthony Martin,"Christopher Smith DDS, Claire Garcia, Nicole Klein",Hindi,Movie,8.5,,"thriller, based on true story",506192,1,12708004,11
s0636,Third listen professor,Crime,2004,R,3 Seasons,Spain,2018-05-22,Nicole Ramos,"Daryl Reeves, Tammy Smith, Benjamin Roth",German,Movie,6.9,,"based on true story, crime",928545,1,1935423,12
s0637,Lot race fly,Documentary,2009,TV-MA,1 Season,India,2017-06-03,Laura Stark,"Matthew Chavez, Rachel Gardner, Michael Nelson",German,TV Show,9.2,15,"crime, action-packed",864505,0,17888583,2
s0638,Student tax,Crime,2000,R,90 min,Germany,2023-04-13,Mary Hogan,"Andrea Lopez, Marcia Thomas MD, Michael Martin",Spanish,Movie,8.7,,"based on true story, teen drama",319157,0,8530826,3
s0639,Ability truth,Horror,2001,R,90 min,Spain,2020-12-02,William Dunn,"Michelle Schmidt, Monica Donovan, Samantha Morrison",Korean,Movie,7.9,,"thriller, sci-fi",752676,0,10153284,11
s0640,Tell,Sci-Fi,2019,R,1 Season,Canada,2023-10-18,Alicia Holder,"John Graham, Diane Clark DVM, Emma Burns",German,Movie,9,,"sci-fi, dark comedy",633308,0,6051567,10
s0641,Friend director direction,Comedy,2021,R,3 Seasons,Canada,2021-08-22,Elizabeth Hill,"Danny Jackson, Daniel Hudson, Mrs. Jessica Delgado",Spanish,TV Show,8.7,19,"action-packed, family",844664,1,3403646,11
s0642,Use site plant,Drama,2019,TV-PG,120 min,Spain,2024-09-18,Calvin Schmidt,"Juan Chang, Misty Sparks, Kelly Williams",German,Movie,8,,"family, dark comedy",619687,1,17033835,7
s0643,Member article spring,Action,2019,TV-MA,1 Season,Germany,2024-10-31,Sue Chen,"Jeremy Jones, Veronica Johnson, Sandra Russell",Japanese,Movie,7.2,,"based on true story, dark comedy",135398,1,8414537,7
s0644,Stock travel,Crime,2019,TV-MA,4 Seasons,France,2023-02-03,Renee Taylor,"Randall Clark, Julie Estes, Jose Kennedy",Hindi,TV Show,8.8,9,"romance, action-packed",726520,0,9933019,6
s0645,Available number research,Thriller,2005,PG-13,1 Season,Spain,2021-12-26,Julia Mejia,"Judy Brown MD, David Martinez, Julie King",Korean,TV Show,7.5,19,"teen drama, based on true story",619286,1,12100509,10
s0646,Benefit person,Horror,2008,PG-13,120 min,Spain,2016-07-24,Tommy Horn,"Jose Gibson, Edgar Thomas, Courtney Stewart",Hindi,Movie,7.8,,"sci-fi, family",475272,1,3992654,2
s0647,Be me too,Sci-Fi,2017,TV-14,120 min,France,2021-05-04,Alicia Holder,"Mr. David Robinson, Carly Curry, Jennifer Jones",German,TV Show,8.5,11,"thriller, teen drama",780607,0,1938932,1
s0648,Want entire each leader,Action,2009,TV-PG,1 Season,Spain,2021-04-15,Eric Rodriguez,"Erik Sanders, Harry Russell, Justin Mitchell",English,TV Show,7.3,14,"action-packed, romance",170447,1,15734295,8
s0649,Population television,Drama,2001,PG-13,2 Seasons,France,2020-06-29,Angela Newton,"Tiffany Taylor, Jill Hayes, Kathy Faulkner",German,TV Show,5,10,"based on true story, romance",54851,0,9616320,6
s0650,Section,Horror,2013,PG-13,120 min,United States,2015-09-11,Gina Pearson,"Sandra Hall, Spencer Leblanc, Walter Johnson",English,TV Show,6.8,15,"family, dark comedy",332468,0,12723784,12
s0651,Into child early,Drama,2002,R,2 Seasons,India,2024-02-01,Jared Rogers,"Kathy Faulkner, Ruth Edwards, Kiara Lynn",Korean,TV Show,4.7,15,"based on true story, dark comedy",406909,1,16609506,2
s0652,Process discuss,Action,2002,PG-13,4 Seasons,Germany,2024-05-20,Bethany Miller,"Cheryl Jennings, Mrs. Margaret Dixon DVM, Christian Alvarado",English,TV Show,4.9,13,"based on true story, romance",779255,0,5052649,7
s0653,Drop vote,Sci-Fi,2015,TV-PG,2 Seasons,France,2020-11-15,Mary Hogan,"Mandy Gonzalez, Katie Santos, Jessica Thomas",Japanese,Movie,7.7,,"sci-fi, action-packed",580233,0,5852259,11
s0654,Least several whole,Drama,2011,TV-MA,1 Season,Canada,2020-06-06,Patrick Stokes,"Cheryl Ashley, Briana Lane, Kiara Lynn",Japanese,TV Show,6.6,20,"thriller, crime",116370,1,13607201,12
s0655,Military pressure,Sci-Fi,2022,TV-MA,90 min,Germany,2022-08-18,Ashley Henderson,"Brent Smith, Jennifer Liu, Theodore Harmon",Korean,TV Show,8.7,5,"romance, action-packed",838269,0,17937334,6
s0656,Price care,Thriller,2010,TV-14,120 min,France,2023-08-21,Melanie Ortega,"Barry Meadows, Gabriela Ellison, Rebecca Stout",French,Movie,4.4,,"dark comedy, romance",204200,0,6476186,3
s0657,Enough expect happy network,Documentary,2005,TV-14,120 min,United States,2016-03-11,Donna White,"Robert Cortez, Lance Martin, Jordan Snyder",Spanish,Movie,8.2,,"based on true story, romance",433329,1,10885157,1
s0658,Speak share,Horror,2009,TV-PG,90 min,India,2021-01-27,Debra Smith,"Karen Aguirre, Roberto Rodriguez, Laura Christensen",Spanish,TV Show,6.9,8,"crime, action-packed",618212,0,7006244,10
s0659,After security,Crime,2013,TV-14,1 Season,India,2020-03-23,Laurie Reid DDS,"Patricia Collins, David Martin, Sean Williamson",Korean,TV Show,5.6,20,"based on true story, romance",913097,0,17553413,12
s0660,Suddenly situation unit,Drama,2022,TV-PG,2 Seasons,United States,2022-12-10,Sean Stone,"Kristina Harris, Dustin Patterson, Joshua Caldwell",Japanese,TV Show,5.5,9,"sci-fi, action-packed",925466,0,1822998,1
s0661,Account later,Crime,2021,TV-14,2 Seasons,Canada,2024-05-27,Billy Bates,"Dominique Garcia, Carly Curry, Dana Moore",Japanese,Movie,8,,"romance, teen drama",345758,0,19561002,6
s0662,Question company,Crime,2010,TV-PG,90 min,Spain,2022-12-07,Scott Jackson,"Christopher Smith DDS, Gerald Nicholson, Tiffany Hubbard",Japanese,TV Show,4.8,2,"family, action-packed",591718,1,10794668,5
s0663,On everyone company husband,Thriller,2017,R,2 Seasons,France,2017-11-25,William Dunn,"Tiffany Hubbard, Mary Bennett, Megan Cardenas",French,TV Show,9.3,7,"action-packed, crime",343353,0,18471700,3
s0664,Tonight order house,Documentary,2022,TV-PG,4 Seasons,Canada,2022-12-30,Isaiah Gonzalez,"Emily Rasmussen, Patricia Collins, Johnny Smith",Hindi,Movie,7.8,,"dark comedy, romance",65601,0,13547026,8
s0665,Listen kitchen table,Comedy,2012,TV-14,2 Seasons,United Kingdom,2022-12-19,Michael Koch,"Caleb Newton, Julie King, Benjamin Long",English,Movie,5.2,,"crime, sci-fi",852546,0,3473496,4
s0666,Finally lead dog,Drama,2013,TV-14,2 Seasons,United Kingdom,2019-10-20,Steve Morris,"Amanda Mcmillan MD, Lance Martin, Amber Bailey",English,Movie,7,,"romance, sci-fi",907871,1,3140065,9
s0667,General only explain,Action,2010,R,1 Season,Canada,2022-06-06,Eric Rodriguez,"Mr. Sean Donaldson, Barbara Sanchez, Edgar Thomas",German,TV Show,8.3,2,"family, action-packed",954531,0,12568461,10
s0668,Small world spend interview,Crime,2019,PG-13,90 min,Spain,2016-05-09,Mary Hogan,"Lance Martin, Daryl Reeves, Christina Richardson",Japanese,Movie,6.1,,"action-packed, thriller",794426,1,11900911,10
s0669,Government tend,Crime,2004,TV-PG,2 Seasons,India,2021-02-26,Edward Norris,"Cynthia Contreras, Amber Ferguson, Shirley Obrien",English,Movie,4.5,,"based on true story, teen drama",305731,1,6876550,12
s0670,Participant face set career,Documentary,2003,R,4 Seasons,United Kingdom,2018-08-14,Laurie Johnson,"Danielle Anderson, Rachel Gardner, Adam Thomas",Japanese,Movie,7.9,,"sci-fi, action-packed",844204,1,4204113,8
s0671,Character among,Crime,2015,TV-PG,3 Seasons,United Kingdom,2024-07-07,Laura Stevens,"Chelsea Mann, Chelsea Andrews, Claire Garcia",Spanish,TV Show,4.1,8,"thriller, romance",772319,0,5780994,4
s0672,Place girl wide,Horror,2005,PG-13,1 Season,France,2023-12-24,Brenda Campos,"Jennifer Jones, Karen Washington, Jason Williams",Korean,Movie,4,,"romance, crime",358541,0,15892234,6
s0673,Way pull,Documentary,2014,TV-PG,2 Seasons,France,2017-02-03,Christopher Perkins,"Mr. Brett Lewis, Sophia Ingram, Makayla Oneill",Hindi,TV Show,7.7,12,"crime, action-packed",396896,1,2108869,3
s0674,Individual perform listen,Action,2008,TV-14,120 min,France,2024-10-13,Amanda Murphy,"Melissa Ramos, William Schmidt, Eric Macdonald",Spanish,TV Show,9.3,16,"sci-fi, action-packed",870799,1,18390981,9
s0675,Could,Sci-Fi,2000,TV-PG,3 Seasons,Canada,2016-09-09,Sarah Robinson,"Crystal Jones, Rebecca Martin, Susan Johnson",Hindi,TV Show,5.2,10,"romance, sci-fi",630458,1,1528275,3
s0676,Which else wrong billion,Comedy,2018,TV-14,90 min,United States,2016-11-15,Carol Suarez,"Sarah Dixon, Dorothy Cunningham, Paul Clark",German,TV Show,5.9,9,"teen drama, sci-fi",764576,0,5860528,5
s0677,Start safe,Documentary,2018,PG-13,1 Season,Spain,2022-05-26,Christian Taylor,"Brenda Rivera, Leslie Haley, Gabriela Ellison",Spanish,TV Show,6.5,9,"romance, family",92386,0,9699265,9
s0678,Science catch give,Documentary,2022,R,3 Seasons,France,2023-12-02,Ashley Henderson,"Jason Sanchez, Emma Burns, Joseph Hanson DVM",French,TV Show,9.1,15,"dark comedy, action-packed",388509,1,6367802,11
s0679,Radio manage then,Documentary,2003,TV-MA,2 Seasons,Canada,2020-07-05,Jeremy Gray,"Daniel Donovan, Claire Taylor, Sierra Ruiz",Japanese,TV Show,6.5,2,"action-packed, thriller",60181,1,7387015,6
s0680,Candidate and,Action,2008,TV-14,90 min,Spain,2015-09-30,Aaron Wright,"Debra Carroll, Beth Nelson, Jeff Tucker",English,Movie,5.2,,"romance, based on true story",116798,1,3129284,3
s0681,Believe,Sci-Fi,2003,PG-13,2 Seasons,Spain,2019-08-30,Molly Hill,"Linda Miller, Crystal Jones, Beverly Gonzales",French,Movie,8.1,,"sci-fi, crime",211182,1,1287577,6
s0682,Drop around,Action,2013,PG-13,1 Season,United States,2017-08-30,Sarah Thornton,"Jill Hayes, Judy Ward, Michael West",Spanish,TV Show,6.4,16,"based on true story, dark comedy",633842,0,15542008,4
s0683,Mother western college,Thriller,2022,TV-PG,4 Seasons,Canada,2023-05-12,Diana Marshall,"Daniel Donovan, Juan Chang, Melissa Ramos",English,TV Show,7.4,16,"teen drama, family",928728,1,13505789,3
s0684,Certain parent,Horror,2001,TV-PG,2 Seasons,Canada,2021-04-10,Edward Norris,"Valerie Lawson, Nicole Klein, Eric Macdonald",German,TV Show,8.9,14,"sci-fi, crime",382428,0,12750987,4
s0685,Prepare occur enjoy community,Sci-Fi,2016,PG-13,90 min,United Kingdom,2021-05-20,James Tucker,"Brandi Oconnell, Patricia Collins, Ryan Johnson",French,TV Show,7.2,6,"thriller, romance",970827,0,13145578,5
s0686,Prove trip,Comedy,2005,R,2 Seasons,India,2022-09-04,Anthony Oneal,"Donna Garcia, Roberta Avery, Michael Evans",English,Movie,9.3,,"family, romance",289746,0,18791545,5
s0687,Bring property certain,Drama,2022,R,90 min,United States,2023-10-19,Michelle Buchanan,"Erin Peters, Ashley Ramirez, Samantha Clark",English,Movie,7.2,,"action-packed, family",47184,1,18971396,1
s0688,Manager possible year,Action,2017,R,1 Season,India,2021-06-08,Sue Chen,"Kiara Lynn, Rose Mitchell, Ashley Molina",English,Movie,4.2,,"thriller, sci-fi",463281,0,6939874,3
s0689,Vote,Sci-Fi,2018,R,2 Seasons,France,2021-10-20,Aaron Wright,"Peter Jensen, Mr. Brett Lewis, Joseph Hanson DVM",Hindi,Movie,7.2,,"based on true story, thriller",442826,1,8865070,5
s0690,Chance other lot your,Sci-Fi,2022,R,1 Season,Germany,2023-02-18,Kyle Henson,"Katherine Bowen, Barry Meadows, Patricia Huang",German,Movie,8.4,,"family, sci-fi",396654,1,12198709,3
s0691,Produce contain,Comedy,2005,R,120 min,United States,2024-03-26,Kelly Fisher,"Chelsea Mann, Brianna Robinson, Emma Burns",French,Movie,8.8,,"dark comedy, thriller",52849,0,10115835,8
s0692,Join case allow,Drama,2014,PG-13,2 Seasons,India,2025-02-22,Eileen Perez,"Joan Thompson, Cynthia Contreras, Samuel Green",Korean,TV Show,5,17,"dark comedy, family",520839,1,17408202,3
s0693,Month natural,Thriller,2008,TV-MA,4 Seasons,United States,2015-12-02,Chelsea Johnson,"Brian Taylor, Seth Duffy, Gerald Harvey",Spanish,TV Show,9.2,15,"thriller, dark comedy",957018,0,10687930,2
s0694,Picture office,Documentary,2002,PG-13,3 Seasons,Canada,2015-05-11,Dylan Perez,"Christina Richardson, Michael Turner, Michelle Schmidt",Korean,TV Show,7.1,14,"crime, action-packed",708472,0,15258526,5
s0695,Among property,Action,2006,R,4 Seasons,Spain,2022-06-04,Mark Wang,"Patrick Bishop, Bradley Watson, Alexandra Murphy",French,TV Show,5.1,4,"sci-fi, dark comedy",249711,1,5256144,1
s0696,Color,Crime,2020,TV-PG,3 Seasons,Germany,2022-07-09,Casey Hernandez,"Thomas Ruiz, Travis Baker, Leslie Haley",English,TV Show,7.7,18,"dark comedy, action-packed",447238,1,13098713,4
s0697,On chair,Sci-Fi,2005,TV-PG,120 min,United Kingdom,2023-07-30,Kenneth Conrad,"Dale Brown, Ryan Johnson, Melissa Hooper",Spanish,TV Show,5.5,20,"dark comedy, family",560797,0,13019836,10
s0698,Measure cover,Drama,2006,TV-PG,4 Seasons,Spain,2015-08-07,Savannah Alexander,"Bailey Owens, Debra Carroll, Andrea Smith",French,TV Show,8.7,11,"sci-fi, romance",176774,1,18185395,7
s0699,Back receive forward,Sci-Fi,2017,R,3 Seasons,Canada,2020-06-14,James Tucker,"Mary Parsons, Stacie Garcia, Michael Turner",Hindi,TV Show,6.3,17,"teen drama, crime",144655,1,5493550,7
s0700,Report increase team,Drama,2003,TV-PG,4 Seasons,France,2021-05-12,Thomas Odonnell,"Dalton Doyle, Karen Aguirre, Sarah Casey",English,Movie,9.3,,"action-packed, crime",610388,1,1587712,8
s0701,Pick analysis,Comedy,2009,R,1 Season,United States,2018-06-19,Jared Rogers,"Michael Martin, Sean Torres, Tiffany Hubbard",Korean,TV Show,7.5,7,"action-packed, thriller",605798,1,19323698,11
s0702,Low energy only,Drama,2002,TV-PG,120 min,Canada,2015-08-18,Crystal Campbell,"Andrew Compton, Cynthia Jones, John Graham",English,TV Show,7.4,1,"romance, dark comedy",249043,0,2690857,11
s0703,Marriage usually,Comedy,2002,TV-14,1 Season,Germany,2023-09-01,Kimberly Burnett,"Alexandra Murphy, Shirley Obrien, Tammy Smith",French,Movie,4.2,,"crime, family",299703,1,11274843,1
s0704,Answer edge,Crime,2013,TV-MA,4 Seasons,Canada,2021-06-03,Marcus Gutierrez,"Gerald Harvey, Brittney Merritt, Stacie Garcia",Hindi,Movie,9.4,,"based on true story, thriller",924448,0,9276580,4
s0705,Example newspaper foreign,Sci-Fi,2012,TV-14,1 Season,India,2015-08-02,Garrett Ryan,"Thomas Hunter, Stephanie Ross, Sydney Butler",Japanese,Movie,6.7,,"family, dark comedy",692902,0,7545970,4
s0706,Test sense upon,Thriller,2004,TV-14,120 min,Spain,2022-05-28,Nicole Ramos,"Beverly Gonzales, Seth Duffy, Daniel Donovan",Hindi,TV Show,6.6,7,"thriller, action-packed",34655,1,1528157,3
s0707,Painting exactly door,Crime,2001,TV-MA,3 Seasons,Canada,2024-09-29,Eileen Perez,"Kathy Faulkner, Matthew Williams, Tyler Brooks",Hindi,Movie,7.1,,"thriller, based on true story",131082,0,8320345,3
s0708,Hospital help education two,Comedy,2015,TV-14,4 Seasons,Germany,2022-08-18,Sarah Robinson,"Walter Johnson, Mitchell Morrison, Sean Williamson",Korean,TV Show,4.3,19,"family, dark comedy",532427,1,16858920,8
s0709,Statement many toward,Drama,2009,TV-14,1 Season,Germany,2019-02-09,Andrew Mccormick,"Samuel Roberts, Hannah Francis, Daniel Perkins",Hindi,Movie,5.8,,"action-packed, thriller",740872,0,9420183,9
s0710,Approach,Action,2012,TV-14,4 Seasons,Canada,2024-02-06,Patrick Stokes,"Stephanie Ross, Ariel Livingston, Steven Atkins",English,Movie,7.5,,"thriller, based on true story",919823,1,8018892,4
s0711,Between,Drama,2003,TV-14,2 Seasons,Canada,2016-01-01,Steven Perez,"John Graham, Victor Williams, Joshua Walker",Japanese,TV Show,6.5,9,"dark comedy, thriller",706437,1,988256,9
s0712,Feeling final,Crime,2009,PG-13,90 min,Spain,2015-07-13,Jessica Brown,"Kathy Faulkner, Breanna Coleman, Brandon Harris",English,TV Show,7.4,15,"thriller, action-packed",218386,1,4878895,2
s0713,Hand happy important miss,Comedy,2016,R,4 Seasons,Canada,2023-06-29,Kelly Fisher,"Lisa Johnson, Brian Moreno, Dennis Owen",Korean,Movie,5.6,,"romance, family",540446,1,7939565,9
s0714,Third,Horror,2018,TV-MA,90 min,Germany,2022-10-18,Darren Rivas,"Amanda Miller, Marissa Martin, Mrs. Margaret Dixon DVM",French,TV Show,5.4,16,"teen drama, sci-fi",159889,0,11697150,12
s0715,Each,Comedy,2019,PG-13,3 Seasons,France,2021-12-07,Laurie Johnson,"Andrea Smith, David Martinez, Teresa Stevens",English,Movie,5.8,,"family, dark comedy",239223,0,14238841,8
s0716,Call phone,Comedy,2011,TV-14,1 Season,United States,2025-04-05,James Hill,"Doris Pham, Linda Miller, Martin Snyder",Spanish,Movie,6.3,,"dark comedy, based on true story",837312,0,1369482,7
s0717,Particular pressure still,Thriller,2011,R,1 Season,United States,2018-02-28,Mark Wang,"Megan Jones, Susan Johnson, Gina Johnson",German,Movie,7.9,,"action-packed, sci-fi",886235,1,6440280,1
s0718,Growth ground,Crime,2014,TV-14,2 Seasons,Spain,2024-08-03,Daniel Smith,"Christopher Harris, Evan Haley, Mario Williams",German,TV Show,8.1,2,"crime, teen drama",683645,1,12343861,2
